2139.960000	2149.680000	123
2155.250000	2167.650000	124
2172.860000	2188.050000	125
2191.490000	2204.290000	126
2215.150000	2227.570000	127
2233.420000	2245.760000	128
2251.050000	2264.980000	129
2271.720000	2289.890000	130
2295.500000	2307.900000	131
2312.040000	2324.840000	132
2328.940000	2339.970000	133
2349.140000	2360.450000	134
2368.710000	2380.710000	135
2385.490000	2396.300000	136
2400.080000	2411.500000	137
2418.230000	2431.060000	138
2435.260000	2451.670000	139
2458.870000	2468.700000	140
2472.210000	2487.920000	141
2491.570000	2503.740000	142
2507.550000	2520.630000	143
2526.070000	2541.180000	144
2543.890000	2557.470000	145
2560.840000	2576.000000	146
2579.490000	2593.640000	147
2596.790000	2610.760000	148
2615.560000	2626.180000	149
2629.710000	2642.660000	150
2646.140000	2656.950000	151
2661.160000	2673.350000	152
2676.640000	2689.380000	153
2693.870000	2705.810000	154
2709.360000	2726.930000	155
2731.440000	2742.390000	156
2753.300000	2764.070000	157
2767.310000	2778.650000	158
2781.000000	2800.760000	159
2806.350000	2820.880000	160
2823.660000	2838.290000	161
2845.600000	2857.880000	162
2862.140000	2871.960000	163
2881.070000	2890.990000	164
2895.260000	2907.730000	165
2916.930000	2922.420000	166
2928.400000	2938.750000	167
2944.760000	2959.790000	168
2966.810000	2977.880000	169
2982.050000	2993.850000	170
2999.530000	3010.240000	171
3015.230000	3031.030000	172
3038.690000	3049.970000	173
3057.140000	3065.410000	174
3072.860000	3083.500000	175
3090.080000	3102.920000	176
3113.600000	3128.420000	177
3132.650000	3144.960000	178
3150.190000	3165.300000	179
3173.290000	3184.220000	180
3187.180000	3200.930000	181
3204.450000	3216.770000	182
3222.540000	3237.380000	183
3242.050000	3253.230000	184
3258.650000	3273.980000	185
3278.770000	3293.020000	186
3298.960000	3311.190000	187
3314.650000	3326.740000	188
3333.130000	3344.920000	189
3353.520000	3363.440000	190
3368.980000	3384.460000	191
3389.550000	3403.120000	192
3410.660000	3421.280000	193
3426.810000	3440.890000	194
3449.160000	3460.100000	195
3466.520000	3481.900000	196
3487.830000	3505.000000	197
3509.750000	3521.930000	198
3528.060000	3542.910000	199
3549.670000	3566.960000	200
3571.280000	3587.830000	201
3593.470000	3610.290000	202
3615.760000	3632.390000	203
3637.360000	3650.630000	204
3654.330000	3670.540000	205
3674.070000	3685.680000	206
3689.600000	3705.990000	207
3710.800000	3723.690000	208
3728.700000	3739.850000	209
3745.580000	3757.940000	210
3763.630000	3775.340000	211
3783.420000	3799.730000	212
3805.500000	3816.580000	213
3821.460000	3835.790000	214
3839.010000	3848.760000	215
3854.050000	3868.460000	216
3872.070000	3883.310000	217
3886.400000	3899.450000	218
3902.990000	3917.590000	219
3922.880000	3939.810000	220
3943.760000	3957.940000	221
3961.160000	3975.450000	222
3980.780000	3993.260000	223
3998.190000	4011.610000	224
4016.190000	4031.910000	225
4036.060000	4048.950000	226
4057.510000	4072.340000	227
4075.710000	4085.530000	228
4090.650000	4102.300000	229
4109.540000	4127.200000	230
4135.280000	4145.630000	231
4149.240000	4164.180000	232
4168.850000	4181.500000	233
4185.670000	4197.960000	234
4207.800000	4221.500000	235
4226.440000	4238.750000	236
4244.660000	4255.060000	237
4260.090000	4272.090000	238
4275.100000	4287.000000	239
4291.390000	4306.220000	240
4318.860000	4330.040000	241
4342.810000	4356.910000	242
4360.330000	4373.940000	243
