pali_1016|'anujānāmi bhikkhave añjaniṃ añjanisalākaṃ kaṇṇamalaharaṇiṃ bandhanamattanti.'|'අනුජානාමි භික්ඛවෙ අඤ්ජනිං අඤ්ජනිසලාකං කණ්ණමලහරණිං බන්ධනමත්තන්ති.'|mettananda|paragraph
pali_1017|na paṇḍakassa nisinnaparisāya pātimokkhaṃ uddisitabbaṃ. yo uddiseyya, āpatti dukkaṭassa.|න පණ්ඩකස්ස නිසින්නපරිසාය පාතිමොක්ඛං උද්දිසිතබ්බං. යො උද්දිසෙය්ය, ආපත්ති දුක්කටස්ස.|mettananda|paragraph
pali_1018|vattanti bhaginiyo aṭṭha garudhammāti.|වත්තන්ති භගිනියො අට්ඨ ගරුධම්මාති.|mettananda|paragraph
pali_1019|'anujānāmi bhikkhave ullokaṃ katvā santharitvā bhisiṃ onandhitunti.'|'අනුජානාමි භික්ඛවෙ උල්ලොකං කත්වා සන්ථරිත්වා භිසිං ඔනන්ධිතුන්ති.'|mettananda|paragraph
pali_1020|pabbājanīyakamme dhammakammadvādasakaṃ niṭṭhitaṃ.|පබ්බාජනීයකම්මෙ ධම්මකම්මද්වාදසකං නිට්ඨිතං.|mettananda|centered
pali_1021|paṭiññātakaraṇaṃ sammukhāvinayassa tabbhāgiyaṃ, tassapāpiyyasikāya tiṇavatthārakassa yebhuyyasikāya sativinayassa amūḷhavinayassa aññabhāgiyaṃ.|පටිඤ්ඤාතකරණං සම්මුඛාවිනයස්ස තබ්භාගියං, තස්සපාපිය්යසිකාය තිණවත්ථාරකස්ස යෙභුය්යසිකාය සතිවිනයස්ස අමූළ්හවිනයස්ස අඤ්ඤභාගියං.|mettananda|paragraph
pali_1022|upasampannāya upasampannasaññā sañcicca aphāsuṃ karoti āpatti pācittiyassa. upasampannāya vematikā sañcicca aphāsuṃ karoti āpatti pācittiyassa. upasampannāya anupasampannasaññā sañcicca aphāsuṃ karoti āpatti pācittiyassa.|උපසම්පන්නාය උපසම්පන්නසඤ්ඤා සඤ්චිච්ච අඵාසුං කරොති ආපත්ති පාචිත්තියස්ස. උපසම්පන්නාය වෙමතිකා සඤ්චිච්ච අඵාසුං කරොති ආපත්ති පාචිත්තියස්ස. උපසම්පන්නාය අනුපසම්පන්නසඤ්ඤා සඤ්චිච්ච අඵාසුං කරොති ආපත්ති පාචිත්තියස්ස.|mettananda|paragraph
pali_1023|saddhābalaṃ viriyabalaṃ satibalaṃ samādhibalaṃ paññābalaṃ hiribalaṃ ottappabalaṃ - imāni tasmiṃ samaye balāni honti.|සද්ධාබලං විරියබලං සතිබලං සමාධිබලං පඤ්ඤාබලං හිරිබලං ඔත්තප්පබලං - ඉමානි තස්මිං සමයෙ බලානි හොන්ති.|mettananda|paragraph
pali_1024|kiccādhikaraṇaṃ kusalaṃ akusalaṃ avyākataṃ? kiccādhikaraṇaṃ siyā kusalaṃ, siyā akusalaṃ, siyā avyākataṃ.|කිච්චාධිකරණං කුසලං අකුසලං අව්යාකතං? කිච්චාධිකරණං සියා කුසලං, සියා අකුසලං, සියා අව්යාකතං.|mettananda|paragraph
pali_1025|tena kho pana samayena āyasmatā upanandena sakyaputtena rañño pasenadissa kosalassa vassāvāso paṭissuto hoti purimikāya.|තෙන ඛො පන සමයෙන ආයස්මතා උපනන්දෙන සක්යපුත්තෙන රඤ්ඤො පසෙනදිස්ස කොසලස්ස වස්සාවාසො පටිස්සුතො හොති පුරිමිකාය.|mettananda|paragraph
pali_1026|vyattena bhikkhunā paṭibalena saṅgho ñāpetabbo:|ව්යත්තෙන භික්ඛුනා පටිබලෙන සඞ්ඝො ඤාපෙතබ්බො:|mettananda|paragraph
pali_1027|bhikkhu kuṭiṃ karoti pamāṇikaṃ anārambhaṃ saparikkamanaṃ, anāpatti.|භික්ඛු කුටිං කරොති පමාණිකං අනාරම්භං සපරික්කමනං, අනාපත්ති.|mettananda|paragraph
pali_1028|tena hi bhikkhave saṅgho ariṭṭhassa bhikkhuno gaddhabādhipubbassa, pāpikāya diṭṭhiyā appaṭinissagge, ukkhepanīyakammaṃ karotu asambhogaṃ saṅghena.|තෙන හි භික්ඛවෙ සඞ්ඝො අරිට්ඨස්ස භික්ඛුනො ගද්ධබාධිපුබ්බස්ස, පාපිකාය දිට්ඨියා අප්පටිනිස්සග්ගෙ, උක්ඛෙපනීයකම්මං කරොතු අසම්භොගං සඞ්ඝෙන.|mettananda|paragraph
pali_1029|'yo pana bhikkhu jānaṃ saṅghikaṃ lābhaṃ pariṇataṃ puggalassa pariṇāmeyya, pācittiya'nti.|'යො පන භික්ඛු ජානං සඞ්ඝිකං ලාභං පරිණතං පුග්ගලස්ස පරිණාමෙය්ය, පාචිත්තිය'න්ති.|mettananda|paragraph
pali_1030|'kathañca parena vā paro sammannitabbo? byattena bhikkhunā paṭibalena saṅgho ñāpetabbo:|'කථඤ්ච පරෙන වා පරො සම්මන්නිතබ්බො? බ්යත්තෙන භික්ඛුනා පටිබලෙන සඞ්ඝො ඤාපෙතබ්බො:|mettananda|paragraph
pali_1031|kāyabandhanassa dasā jīranti. 'anujānāmi bhikkhave murajaṃ maddavīṇanti.'|කායබන්ධනස්ස දසා ජීරන්ති. 'අනුජානාමි භික්ඛවෙ මුරජං මද්දවීණන්ති.'|mettananda|paragraph
pali_1032|saddhindriyaṃ, viriyindriyaṃ, satindriyaṃ, samādhindriyaṃ.|සද්ධින්ද්රියං, විරියින්ද්රියං, සතින්ද්රියං, සමාධින්ද්රියං.|mettananda|paragraph
pali_1033|upaṭṭhānasālāya tiṇacuṇṇaṃ paripatati.|උපට්ඨානසාලාය තිණචුණ්ණං පරිපතති.|mettananda|paragraph
pali_1034|(channassa bhikkhuno sammāvattanaṃ)|(ඡන්නස්ස භික්ඛුනො සම්මාවත්තනං)|mettananda|centered
pali_1035|kathaṃ siyā adhikaraṇā adhikaraṇehi sammanti, kathaṃ siyā adhikaraṇā adhikaraṇehi na sammanti.|කථං සියා අධිකරණා අධිකරණෙහි සම්මන්ති, කථං සියා අධිකරණා අධිකරණෙහි න සම්මන්ති.|mettananda|paragraph
pali_1036|atha kho saṅgho ariṭṭhassa bhikkhuno gaddhabādhipubbassa pāpikāya diṭṭhiyā appaṭinissagge ukkhepanīyakammaṃ akāsi asambhogaṃ saṅghena. so saṅghena pāpikāya diṭṭhiyā appaṭinissagge ukkhepanīyakammakato vibbhami.|අථ ඛො සඞ්ඝො අරිට්ඨස්ස භික්ඛුනො ගද්ධබාධිපුබ්බස්ස පාපිකාය දිට්ඨියා අප්පටිනිස්සග්ගෙ උක්ඛෙපනීයකම්මං අකාසි අසම්භොගං සඞ්ඝෙන. සො සඞ්ඝෙන පාපිකාය දිට්ඨියා අප්පටිනිස්සග්ගෙ උක්ඛෙපනීයකම්මකතො විබ්භමි.|mettananda|paragraph
pali_1037|piṇḍiyālopabhojanaṃ nissāya pabbajjā. tattha te yāvajīvaṃ ussāho karaṇīyo. atirekalābho - saṅghabhattaṃ, uddesabhattaṃ, nimantanaṃ, salākabhattaṃ, pakkhikaṃ, uposathikaṃ, pāṭipadikaṃ.|පිණ්ඩියාලොපභොජනං නිස්සාය පබ්බජ්ජා. තත්ථ තෙ යාවජීවං උස්සාහො කරණීයො. අතිරෙකලාභො - සඞ්ඝභත්තං, උද්දෙසභත්තං, නිමන්තනං, සලාකභත්තං, පක්ඛිකං, උපොසථිකං, පාටිපදිකං.|mettananda|paragraph
pali_1038|anujānāmi bhikkhave pārivāsikānaṃ bhikkhūnaṃ pañca yathābuḍḍhaṃ: uposathaṃ, pavāraṇaṃ, vassikasāṭikaṃ, onojanaṃ, bhattaṃ.|අනුජානාමි භික්ඛවෙ පාරිවාසිකානං භික්ඛූනං පඤ්ච යථාබුඩ්ඪං: උපොසථං, පවාරණං, වස්සිකසාටිකං, ඔනොජනං, භත්තං.|mettananda|paragraph
pali_1039|idaṃ kho bhikkhave antevāsikānaṃ ācariyesu vattaṃ yathā antevāsikehi ācariyesu sammā vattitabbanti'.|ඉදං ඛො භික්ඛවෙ අන්තෙවාසිකානං ආචරියෙසු වත්තං යථා අන්තෙවාසිකෙහි ආචරියෙසු සම්මා වත්තිතබ්බන්ති'.|mettananda|paragraph
pali_1040|imamhi khandhake vatthu ekasataṃ dvāsattati.|ඉමම්හි ඛන්ධකෙ වත්ථු එකසතං ද්වාසත්තති.|mettananda|centered
pali_1041|codakena kathaṃ paṭipajjitabbaṃ, cuditakena kathaṃ paṭipajjitabbaṃ, saṅghena kathaṃ paṭipajjitabbaṃ, anuvijjakena kathaṃ paṭipajjitabbaṃ :|චොදකෙන කථං පටිපජ්ජිතබ්බං, චුදිතකෙන කථං පටිපජ්ජිතබ්බං, සඞ්ඝෙන කථං පටිපජ්ජිතබ්බං, අනුවිජ්ජකෙන කථං පටිපජ්ජිතබ්බං :|mettananda|paragraph
pali_1042|(dvemāsaparivasatabbavidhi niṭṭhitā.)|(ද්වෙමාසපරිවසතබ්බවිධි නිට්ඨිතා.)|mettananda|centered
pali_1043|āpattiyā appaṭikamme ukkhepanīyakamme dhammakammadvādasakaṃ niṭṭhitaṃ.|ආපත්තියා අප්පටිකම්මෙ උක්ඛෙපනීයකම්මෙ ධම්මකම්මද්වාදසකං නිට්ඨිතං.|mettananda|centered
pali_1044|so saṅghaṃ dvinnaṃ āpattīnaṃ dvemāsapaṭicchannānaṃ itarampi māsaparivāsaṃ yācati. tassa saṅgho dvinnaṃ āpattīnaṃ dvemāsapaṭicchannānaṃ itarampi māsaparivāsaṃ deti. tena bhikkhave bhikkhunā purimaṃ upādāya dve māsā parivasitabbā.|සො සඞ්ඝං ද්වින්නං ආපත්තීනං ද්වෙමාසපටිච්ඡන්නානං ඉතරම්පි මාසපරිවාසං යාචති. තස්ස සඞ්ඝො ද්වින්නං ආපත්තීනං ද්වෙමාසපටිච්ඡන්නානං ඉතරම්පි මාසපරිවාසං දෙති. තෙන භික්ඛවෙ භික්ඛුනා පුරිමං උපාදාය ද්වෙ මාසා පරිවසිතබ්බා.|mettananda|paragraph
pali_1045|dhammakamme dhammakammasaññā nappaṭinissajjati āpatti pācittiyassa. dhammakamme vematikā nappaṭinissajjati āpatti pācittiyassa. dhammakamme adhammakammasaññā nappaṭinissajjati āpatti pācittiyassa.|ධම්මකම්මෙ ධම්මකම්මසඤ්ඤා නප්පටිනිස්සජ්ජති ආපත්ති පාචිත්තියස්ස. ධම්මකම්මෙ වෙමතිකා නප්පටිනිස්සජ්ජති ආපත්ති පාචිත්තියස්ස. ධම්මකම්මෙ අධම්මකම්මසඤ්ඤා නප්පටිනිස්සජ්ජති ආපත්ති පාචිත්තියස්ස.|mettananda|paragraph
pali_1046|'idha pana bhikkhave, vassaṃ vutthānaṃ bhikkhūnaṃ anuppanne cīvare saṅgho bhijjati. tattha manussā ekasmiṃ pakkhe udakaṃ denti, ekasmiṃ pakkhe cīvaraṃ denti 'pakkhassa demā'ti, pakkhassevetaṃ.|'ඉධ පන භික්ඛවෙ, වස්සං වුත්ථානං භික්ඛූනං අනුප්පන්නෙ චීවරෙ සඞ්ඝො භිජ්ජති. තත්ථ මනුස්සා එකස්මිං පක්ඛෙ උදකං දෙන්ති, එකස්මිං පක්ඛෙ චීවරං දෙන්ති 'පක්ඛස්ස දෙමා'ති, පක්ඛස්සෙවෙතං.|mettananda|paragraph
pali_1047|āpattiyā appaṭikamme ukkhepanīyakamme adhammakammadvādasakaṃ niṭṭhitaṃ.|ආපත්තියා අප්පටිකම්මෙ උක්ඛෙපනීයකම්මෙ අධම්මකම්මද්වාදසකං නිට්ඨිතං.|mettananda|centered
pali_1048|'anujānāmi bhikkhave parikkhipituṃ tayo pākāre: iṭṭhakāpākāraṃ silāpākāraṃ, dārupākāranti'.|'අනුජානාමි භික්ඛවෙ පරික්ඛිපිතුං තයො පාකාරෙ: ඉට්ඨකාපාකාරං සිලාපාකාරං, දාරුපාකාරන්ති'.|mettananda|paragraph
pali_1049|idha pana bhikkhave, bhikkhu saṅghena pāpikāya diṭṭhiyā appaṭinissagge ukkhepanīyakammakato sammā vattati. lomaṃ pāteti. netthāraṃ vattati. pāpikāya diṭṭhiyā appaṭinissagge ukkhepanīyassa kammassa paṭippassaddhiṃ yācati.|ඉධ පන භික්ඛවෙ, භික්ඛු සඞ්ඝෙන පාපිකාය දිට්ඨියා අප්පටිනිස්සග්ගෙ උක්ඛෙපනීයකම්මකතො සම්මා වත්තති. ලොමං පාතෙති. නෙත්ථාරං වත්තති. පාපිකාය දිට්ඨියා අප්පටිනිස්සග්ගෙ උක්ඛෙපනීයස්ස කම්මස්ස පටිප්පස්සද්ධිං යාචති.|mettananda|paragraph
pali_1050|pānīyasālāya tiṇacuṇṇaṃ paripatati.|පානීයසාලාය තිණචුණ්ණං පරිපතති.|mettananda|paragraph
pali_1051|'anujānāmi bhikkhave, kavāṭaṃ, piṭṭhisaṅghāṭaṃ, udukkhalikaṃ, uttarapāsakaṃ, aggalavaṭṭiṃ, kapisīsakaṃ, sūcikaṃ, ghaṭikaṃ, tālacchiddaṃ, āviñchanacchiddaṃ, āviñchanarajjunti'.|'අනුජානාමි භික්ඛවෙ, කවාටං, පිට්ඨිසඞ්ඝාටං, උදුක්ඛලිකං, උත්තරපාසකං, අග්ගලවට්ටිං, කපිසීසකං, සූචිකං, ඝටිකං, තාලච්ඡිද්දං, ආවිඤ්ඡනච්ඡිද්දං, ආවිඤ්ඡනරජ්ජුන්ති'.|mettananda|paragraph
pali_1052|'āpattipariyantaṃ na jānāti, rattipariyantaṃ jānāti. āpattipariyantaṃ nassarati, rattipariyantaṃ sarati, āpattipariyante vematiko, rattipariyante nibbematiko. parivāso dātabbo.|'ආපත්තිපරියන්තං න ජානාති, රත්තිපරියන්තං ජානාති. ආපත්තිපරියන්තං නස්සරති, රත්තිපරියන්තං සරති, ආපත්තිපරියන්තෙ වෙමතිකො, රත්තිපරියන්තෙ නිබ්බෙමතිකො. පරිවාසො දාතබ්බො.|mettananda|paragraph
pali_1053|tassapāpiyyasikā sammukhāvinayassa tabbhāgiyā, tiṇavatthārakassa yebhuyyasikāya sativinayassa amūḷhavinayassa paṭiññātakaraṇassa tassapāpiyyasikāya aññabhāgiyā.|තස්සපාපිය්යසිකා සම්මුඛාවිනයස්ස තබ්භාගියා, තිණවත්ථාරකස්ස යෙභුය්යසිකාය සතිවිනයස්ස අමූළ්හවිනයස්ස පටිඤ්ඤාතකරණස්ස තස්සපාපිය්යසිකාය අඤ්ඤභාගියා.|mettananda|paragraph
pali_1054|'idha pana bhikkhave, vassūpagatā bhikkhū labhanti lūkhassa vā paṇītassa vā bhojanassa yāvadatthaṃ pāripūriṃ. na labhanti sappāyāni bhojanāni. 'eseva antarāyo'ti pakkamitabbaṃ. anāpatti vassacchedassa.'|'ඉධ පන භික්ඛවෙ, වස්සූපගතා භික්ඛූ ලභන්ති ලූඛස්ස වා පණීතස්ස වා භොජනස්ස යාවදත්ථං පාරිපූරිං. න ලභන්ති සප්පායානි භොජනානි. 'එසෙව අන්තරායො'ති පක්කමිතබ්බං. අනාපත්ති වස්සච්ඡෙදස්ස.'|mettananda|paragraph
pali_1055|anujānāmi, bhikkhave, mūlāyapaṭikassanārahānaṃ bhikkhūnaṃ pañca yathābuḍḍhaṃ uposathaṃ pavāraṇaṃ vassikasāṭikaṃ onojanaṃ bhattaṃ.|අනුජානාමි, භික්ඛවෙ, මූලායපටිකස්සනාරහානං භික්ඛූනං පඤ්ච යථාබුඩ්ඪං උපොසථං පවාරණං වස්සිකසාටිකං ඔනොජනං භත්තං.|mettananda|paragraph
pali_1056|mānattacārikacatuttho ce bhikkhave parivāsaṃ dadeyya, mūlāyapaṭikasseyya, mānattaṃ dadeyya, tabbīso abbheyya, akammaṃ, na ca karaṇīyanti.|මානත්තචාරිකචතුත්ථො චෙ භික්ඛවෙ පරිවාසං දදෙය්ය, මූලායපටිකස්සෙය්ය, මානත්තං දදෙය්ය, තබ්බීසො අබ්භෙය්ය, අකම්මං, න ච කරණීයන්ති.|mettananda|paragraph
pali_1057|'idha pana bhikkhave, vassaṃ vuttho bhikkhu uppanne cīvare abhājite pakkamati, sante patirūpe gāhake dātabbaṃ.|'ඉධ පන භික්ඛවෙ, වස්සං වුත්ථො භික්ඛු උප්පන්නෙ චීවරෙ අභාජිතෙ පක්කමති, සන්තෙ පතිරූපෙ ගාහකෙ දාතබ්බං.|mettananda|paragraph
pali_1058|sace pānīyaṃ na hoti pānīyaṃ upaṭṭhāpetabbaṃ. sace paribhojanīyaṃ na hoti paribhojanīyaṃ upaṭṭhāpetabbaṃ. sace ācamanakumbhiyā udakaṃ na hoti ācamanakumbhiyā udakaṃ āsiñcitabbaṃ.|සචෙ පානීයං න හොති පානීයං උපට්ඨාපෙතබ්බං. සචෙ පරිභොජනීයං න හොති පරිභොජනීයං උපට්ඨාපෙතබ්බං. සචෙ ආචමනකුම්භියා උදකං න හොති ආචමනකුම්භියා උදකං ආසිඤ්චිතබ්බං.|mettananda|paragraph
pali_1059|'tehi ce bhikkhave, bhikkhūhi kate pavāraṇāsaṅgahe aññataro bhikkhu evaṃ vadeyya: 'icchāmahaṃ āvuso janapadacārikaṃ pakkamituṃ, atthi me janapade karaṇīya'nti, so evamassa vacanīyo: 'sādhāvuso, pavāretvā gacchāhī'ti.|'තෙහි චෙ භික්ඛවෙ, භික්ඛූහි කතෙ පවාරණාසඞ්ගහෙ අඤ්ඤතරො භික්ඛු එවං වදෙය්ය: 'ඉච්ඡාමහං ආවුසො ජනපදචාරිකං පක්කමිතුං, අත්ථි මෙ ජනපදෙ කරණීය'න්ති, සො එවමස්ස වචනීයො: 'සාධාවුසො, පවාරෙත්වා ගච්ඡාහී'ති.|mettananda|paragraph
pali_1060|ekattharaṇapāpuraṇe ekattharaṇapāpuraṇasaññā tuvaṭṭenti āpatti pācittiyassa. ekattharaṇapāpuraṇe vematikā tuvaṭṭenti āpatti pācittiyassa. ekattharaṇapāpuraṇe nānattharaṇapāvuraṇasaññā tuvaṭṭenti āpatti pācittiyassa.|එකත්ථරණපාපුරණෙ එකත්ථරණපාපුරණසඤ්ඤා තුවට්ටෙන්ති ආපත්ති පාචිත්තියස්ස. එකත්ථරණපාපුරණෙ වෙමතිකා තුවට්ටෙන්ති ආපත්ති පාචිත්තියස්ස. එකත්ථරණපාපුරණෙ නානත්ථරණපාවුරණසඤ්ඤා තුවට්ටෙන්ති ආපත්ති පාචිත්තියස්ස.|mettananda|paragraph
pali_1061|'etha, mayaṃ āvuso samaṇaṃ gotamaṃ upasaṅkamitvā pañca vatthūni yācissāma: bhagavā bhante anekapariyāyena appicchassa santuṭṭhassa sallekhassa dhutassa pāsādikassa apacayassa vīriyārambhassa|'එථ, මයං ආවුසො සමණං ගොතමං උපසඞ්කමිත්වා පඤ්ච වත්ථූනි යාචිස්සාම: භගවා භන්තෙ අනෙකපරියායෙන අප්පිච්ඡස්ස සන්තුට්ඨස්ස සල්ලෙඛස්ස ධුතස්ස පාසාදිකස්ස අපචයස්ස වීරියාරම්භස්ස|mettananda|paragraph
pali_1062|parivenaggena gāhentā pariveṇaṃ ussādayiṃsu.|පරිවෙනග්ගෙන ගාහෙන්තා පරිවෙණං උස්සාදයිංසු.|mettananda|paragraph
pali_1063|yo tesaṃ arūpīnaṃ dhammānaṃ āyu ṭhiti yapanā yāpanā irīyanā vattanā pālanā jīvitaṃ jīvitindriyaṃ - idaṃ tasmiṃ samaye jīvitindriyaṃ hoti.|යො තෙසං අරූපීනං ධම්මානං ආයු ඨිති යපනා යාපනා ඉරීයනා වත්තනා පාලනා ජීවිතං ජීවිතින්ද්රියං - ඉදං තස්මිං සමයෙ ජීවිතින්ද්රියං හොති.|mettananda|paragraph
pali_1064|'idha pana bhikkhave, vassūpagatā bhikkhū labhanti lūkhassa vā paṇītassa vā bhojanassa yāvadatthaṃ pāripūriṃ. labhanti sappāyāni bhojanāni. na labhanti sappāyāni bhesajjāni. 'eseva antarāyo'ti pakkamitabbaṃ. anāpatti vassacchedassa.'|'ඉධ පන භික්ඛවෙ, වස්සූපගතා භික්ඛූ ලභන්ති ලූඛස්ස වා පණීතස්ස වා භොජනස්ස යාවදත්ථං පාරිපූරිං. ලභන්ති සප්පායානි භොජනානි. න ලභන්ති සප්පායානි භෙසජ්ජානි. 'එසෙව අන්තරායො'ති පක්කමිතබ්බං. අනාපත්ති වස්සච්ඡෙදස්ස.'|mettananda|paragraph
pali_1065|'anujānāmi bhikkhave ajjhokāse cīvaravaṃsaṃ cīvararajjunti.'|'අනුජානාමි භික්ඛවෙ අජ්ඣොකාසෙ චීවරවංසං චීවරරජ්ජුන්ති.'|mettananda|paragraph
pali_1066|assosuṃ kho bhikkhū udenassa upāsakassa ujjhāyantassa khīyantassa vipācentassa.|අස්සොසුං ඛො භික්ඛූ උදෙනස්ස උපාසකස්ස උජ්ඣායන්තස්ස ඛීයන්තස්ස විපාචෙන්තස්ස.|mettananda|paragraph
pali_1067|'idha pana bhikkhave, vassaṃ vuttho bhikkhu uppanne cīvare abhājite vibbhamati, kālaṃ karoti, sāmaṇero paṭijānāti, sikkhaṃ paccakkhātako paṭijānāti, antimavatthuṃ ajjhāpannako paṭijānāti, saṅgho sāmī.|'ඉධ පන භික්ඛවෙ, වස්සං වුත්ථො භික්ඛු උප්පන්නෙ චීවරෙ අභාජිතෙ විබ්භමති, කාලං කරොති, සාමණෙරො පටිජානාති, සික්ඛං පච්චක්ඛාතකො පටිජානාති, අන්තිමවත්ථුං අජ්ඣාපන්නකො පටිජානාති, සඞ්ඝො සාමී.|mettananda|paragraph
pali_1068|vyattena bhikkhuno paṭibalena saṅgho ñāpetabbo -|ව්යත්තෙන භික්ඛුනො පටිබලෙන සඞ්ඝො ඤාපෙතබ්බො -|mettananda|paragraph
pali_1069|'idha pana bhikkhave, vassaṃ vuttho bhikkhu anuppanne cīvare vibbhamati, kālaṃ karoti, sāmaṇero paṭijānāti, sikkhaṃ paccakkhātako paṭijānāti, antimavatthuṃ ajjhāpannako paṭijānāti, saṅgho sāmī.|'ඉධ පන භික්ඛවෙ, වස්සං වුත්ථො භික්ඛු අනුප්පන්නෙ චීවරෙ විබ්භමති, කාලං කරොති, සාමණෙරො පටිජානාති, සික්ඛං පච්චක්ඛාතකො පටිජානාති, අන්තිමවත්ථුං අජ්ඣාපන්නකො පටිජානාති, සඞ්ඝො සාමී.|mettananda|paragraph
